5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01
5.000000000000000000e-01,4.908902179363207052e-01,4.820402793284311871e-01,4.736878673401782591e-01,4.660294838356543456e-01,4.592070864128873775e-01,4.533018183586325356e-01,4.483349850295366146e-01,4.442752464591527839e-01,4.410501520744526949e-01,4.385597699044951336e-01,4.366902600272649648e-01,4.353257018538438383e-01,4.343571381363066086e-01,4.336884707769692038e-01,4.332393988663267859e-01,4.329459538211898328e-01,4.327593481072821158e-01,4.326438472202729923e-01,4.325742573833811222e-01,4.325334542799844639e-01,4.325102096675568775e-01,4.324974334562705636e-01,4.324908518402914015e-01,4.324880873990901153e-01,4.324880873990901153e-01,4.324908518402914015e-01,4.324974334562705636e-01,4.325102096675568775e-01,4.325334542799844639e-01,4.325742573833811222e-01,4.326438472202729923e-01,4.327593481072821158e-01,4.329459538211898328e-01,4.332393988663267859e-01,4.336884707769692038e-01,4.343571381363066086e-01,4.353257018538438383e-01,4.366902600272649648e-01,4.385597699044951336e-01,4.410501520744526949e-01,4.442752464591527839e-01,4.483349850295366146e-01,4.533018183586325356e-01,4.592070864128873220e-01,4.660294838356542901e-01,4.736878673401782036e-01,4.820402793284311316e-01,4.908902179363207052e-01,5.000000000000000000e-01
5.000000000000000000e-01,4.820402793284311871e-01,4.645928580094422777e-01,4.481263428048277708e-01,4.330281451872881604e-01,4.195781348452373161e-01,4.079362784779104190e-01,3.981445663460064233e-01,3.901411950544980689e-01,3.837833111099419048e-01,3.788738834629083452e-01,3.751884653683139059e-01,3.724985127409267682e-01,3.705892143784946802e-01,3.692711148246138331e-01,3.683859055974821328e-01,3.678074790062509369e-01,3.674396573286614620e-01,3.672119966028138949e-01,3.670748331042839596e-01,3.669944109961959522e-01,3.669485974590068200e-01,3.669234170382232318e-01,3.669104457287343246e-01,3.669049975469844682e-01,3.669049975469844682e-01,3.669104457287343246e-01,3.669234170382232318e-01,3.669485974590068200e-01,3.669944109961959522e-01,3.670748331042839596e-01,3.672119966028138949e-01,3.674396573286614620e-01,3.678074790062509369e-01,3.683859055974821328e-01,3.692711148246138331e-01,3.705892143784946802e-01,3.724985127409267682e-01,3.751884653683139059e-01,3.788738834629083452e-01,3.837833111099419048e-01,3.901411950544980689e-01,3.981445663460063678e-01,4.079362784779103634e-01,4.195781348452372606e-01,4.330281451872881049e-01,4.481263428048277153e-01,4.645928580094422222e-01,4.820402793284311316e-01,5.000000000000000000e-01
5.000000000000000000e-01,4.736878673401782591e-01,4.481263428048277708e-01,4.240020124037013893e-01,4.018824885558828774e-01,3.821778067269049894e-01,3.651223155766405437e-01,3.507775033540191933e-01,3.390527830274676080e-01,3.297388204586255145e-01,3.225469111937567801e-01,3.171481933268590070e-01,3.132078130762576129e-01,3.104110476069746327e-01,3.084803318764984259e-01,3.071837406837586437e-01,3.063365297485565186e-01,3.057978061966382111e-01,3.054643787931218823e-01,3.052634993503233751e-01,3.051457237057390026e-01,3.050786339004503689e-01,3.050417608928079893e-01,3.050227670039922234e-01,3.050147894403004711e-01,3.050147894403004711e-01,3.050227670039922234e-01,3.050417608928079893e-01,3.050786339004503689e-01,3.051457237057390026e-01,3.052634993503233751e-01,3.054643787931218823e-01,3.057978061966382111e-01,3.063365297485565186e-01,3.071837406837586437e-01,3.084803318764984259e-01,3.104110476069746327e-01,3.132078130762576129e-01,3.171481933268590070e-01,3.225469111937567246e-01,3.297388204586255145e-01,3.390527830274675525e-01,3.507775033540191378e-01,3.651223155766404882e-01,3.821778067269049339e-01,4.018824885558827664e-01,4.240020124037012783e-01,4.481263428048277153e-01,4.736878673401782036e-01,5.000000000000000000e-01
5.000000000000000000e-01,4.660294838356543456e-01,4.330281451872881604e-01,4.018824885558828774e-01,3.733253866774169927e-01,3.478862342928487617e-01,3.258675674328489480e-01,3.073487191353667658e-01,2.922126653861500389e-01,2.801890665274474057e-01,2.709051167406373306e-01,2.639361788353891680e-01,2.588498986763803078e-01,2.552399319944793632e-01,2.527479246583105299e-01,2.510744592469964509e-01,2.499810398044068904e-01,2.492857887359518909e-01,2.488555035607074861e-01,2.485962832899300534e-01,2.484443102908860113e-01,2.483577448809183574e-01,2.483101704493350381e-01,2.482856652479099591e-01,2.482753732542034297e-01,2.482753732542034297e-01,2.482856652479099591e-01,2.483101704493350381e-01,2.483577448809183574e-01,2.484443102908860113e-01,2.485962832899300534e-01,2.488555035607074861e-01,2.492857887359518909e-01,2.499810398044068904e-01,2.510744592469964509e-01,2.527479246583105299e-01,2.552399319944793632e-01,2.588498986763803078e-01,2.639361788353891680e-01,2.709051167406373306e-01,2.801890665274474057e-01,2.922126653861500944e-01,3.073487191353667658e-01,3.258675674328488925e-01,3.478862342928487061e-01,3.733253866774169372e-01,4.018824885558827664e-01,4.330281451872881049e-01,4.660294838356542901e-01,5.000000000000000000e-01
5.000000000000000000e-01,4.592070864128873775e-01,4.195781348452373161e-01,3.821778067269049894e-01,3.478862342928487617e-01,3.173391534626166521e-01,2.908998277617670936e-01,2.686634478781885216e-01,2.504893852090199768e-01,2.360528958534829913e-01,2.249061992796081988e-01,2.165392947665878698e-01,2.104329421742517636e-01,2.060991632212142710e-01,2.031076326579018265e-01,2.010988171227678367e-01,1.997863514625297654e-01,1.989518649190072375e-01,1.984354375085199684e-01,1.981243404753255666e-01,1.979419650652743945e-01,1.978380887585907411e-01,1.977810042444868854e-01,1.977516021574810823e-01,1.977392540275649813e-01,1.977392540275649813e-01,1.977516021574810823e-01,1.977810042444868854e-01,1.978380887585907411e-01,1.979419650652743945e-01,1.981243404753255666e-01,1.984354375085199684e-01,1.989518649190072375e-01,1.997863514625297654e-01,2.010988171227678367e-01,2.031076326579017988e-01,2.060991632212142433e-01,2.104329421742517359e-01,2.165392947665878698e-01,2.249061992796081988e-01,2.360528958534829636e-01,2.504893852090199768e-01,2.686634478781885216e-01,2.908998277617670380e-01,3.173391534626165411e-01,3.478862342928487061e-01,3.821778067269049339e-01,4.195781348452372606e-01,4.592070864128873220e-01,5.000000000000000000e-01
5.000000000000000000e-01,4.533018183586325356e-01,4.079362784779104190e-01,3.651223155766405437e-01,3.258675674328489480e-01,2.908998277617670936e-01,2.606349061176430615e-01,2.351816767486148707e-01,2.143790218776256140e-01,1.978550441904244339e-01,1.850970091389691485e-01,1.755209813841662192e-01,1.685324837918628915e-01,1.635728630537443551e-01,1.601494968472490510e-01,1.578508267941521048e-01,1.563490697364925686e-01,1.553942865936446815e-01,1.548034506280546174e-01,1.544475535870222238e-01,1.542389294928932786e-01,1.541201111189677286e-01,1.540548199104276317e-01,1.540211930163875587e-01,1.540070712378410200e-01,1.540070712378410200e-01,1.540211930163875587e-01,1.540548199104276317e-01,1.541201111189677286e-01,1.542389294928932786e-01,1.544475535870222238e-01,1.548034506280546174e-01,1.553942865936446815e-01,1.563490697364925686e-01,1.578508267941521048e-01,1.601494968472490510e-01,1.635728630537443273e-01,1.685324837918628638e-01,1.755209813841662192e-01,1.850970091389691208e-01,1.978550441904244062e-01,2.143790218776255863e-01,2.351816767486148985e-01,2.606349061176430060e-01,2.908998277617670380e-01,3.258675674328488925e-01,3.651223155766404882e-01,4.079362784779103634e-01,4.533018183586325356e-01,5.000000000000000000e-01
5.000000000000000000e-01,4.483349850295366146e-01,3.981445663460063678e-01,3.507775033540191378e-01,3.073487191353667658e-01,2.686634478781885216e-01,2.351816767486148707e-01,2.070237463597615624e-01,1.840112476557891896e-01,1.657325601750637700e-01,1.516202590461637190e-01,1.410281769049939182e-01,1.332985247309886323e-01,1.278131904372720173e-01,1.240271536192532054e-01,1.214851081118199644e-01,1.198244509900912719e-01,1.187687107547315962e-01,1.181154451811406297e-01,1.177219709464824154e-01,1.174913364860929177e-01,1.173599924498625741e-01,1.172878237502208709e-01,1.172506572701511179e-01,1.172350498025409027e-01,1.172350498025409027e-01,1.172506572701511179e-01,1.172878237502208709e-01,1.173599924498625741e-01,1.174913364860929177e-01,1.177219709464824154e-01,1.181154451811406297e-01,1.187687107547315962e-01,1.198244509900912719e-01,1.214851081118199644e-01,1.240271536192531915e-01,1.278131904372719896e-01,1.332985247309886323e-01,1.410281769049939182e-01,1.516202590461637190e-01,1.657325601750637423e-01,1.840112476557891896e-01,2.070237463597615901e-01,2.351816767486148707e-01,2.686634478781885216e-01,3.073487191353667658e-01,3.507775033540191933e-01,3.981445663460063678e-01,4.483349850295366146e-01,5.000000000000000000e-01
5.000000000000000000e-01,4.442752464591527839e-01,3.901411950544980689e-01,3.390527830274675525e-01,2.922126653861500389e-01,2.504893852090199768e-01,2.143790218776256140e-01,1.840112476557891896e-01,1.591934648259312191e-01,1.394815244298878432e-01,1.242632438250300675e-01,1.128415447079765821e-01,1.045068592658946194e-01,9.859246134685835383e-02,9.451050110192592280e-02,9.176992349581587771e-02,8.997968050453793165e-02,8.884163212448875635e-02,8.813748480920108319e-02,8.771339415386332494e-02,8.746483258689975726e-02,8.732329013385083105e-02,8.724552369143484531e-02,8.720547716005722094e-02,8.718866110943086778e-02,8.718866110943086778e-02,8.720547716005722094e-02,8.724552369143484531e-02,8.732329013385083105e-02,8.746483258689975726e-02,8.771339415386332494e-02,8.813748480920108319e-02,8.884163212448875635e-02,8.997968050453793165e-02,9.176992349581587771e-02,9.451050110192592280e-02,9.859246134685835383e-02,1.045068592658946194e-01,1.128415447079765682e-01,1.242632438250300675e-01,1.394815244298878154e-01,1.591934648259312191e-01,1.840112476557891896e-01,2.143790218776255863e-01,2.504893852090199768e-01,2.922126653861500944e-01,3.390527830274676080e-01,3.901411950544980689e-01,4.442752464591527839e-01,5.000000000000000000e-01
5.000000000000000000e-01,4.410501520744526949e-01,3.837833111099419048e-01,3.297388204586255145e-01,2.801890665274474057e-01,2.360528958534829913e-01,1.978550441904244339e-01,1.657325601750637700e-01,1.394815244298878432e-01,1.186318927621000663e-01,1.025358762842944749e-01,9.045591245758652366e-02,8.164127319936673177e-02,7.538660003523776909e-02,7.107001828851761127e-02,6.817208208395263147e-02,6.627916040781579865e-02,6.507591614734768715e-02,6.433147987623200059e-02,6.388315564148629166e-02,6.362040984380265551e-02,6.347080142210131948e-02,6.338860943396242009e-02,6.334628675627697325e-02,6.332851579347777149e-02,6.332851579347777149e-02,6.334628675627697325e-02,6.338860943396242009e-02,6.347080142210131948e-02,6.362040984380265551e-02,6.388315564148629166e-02,6.433147987623200059e-02,6.507591614734768715e-02,6.627916040781579865e-02,6.817208208395263147e-02,7.107001828851761127e-02,7.538660003523776909e-02,8.164127319936671789e-02,9.045591245758650978e-02,1.025358762842944749e-01,1.186318927621000802e-01,1.394815244298878432e-01,1.657325601750637700e-01,1.978550441904244062e-01,2.360528958534829913e-01,2.801890665274474612e-01,3.297388204586255700e-01,3.837833111099419048e-01,4.410501520744526949e-01,5.000000000000000000e-01
